Identifiant station;Nom de la Station;Nom de la ligne;Niveau de pollution aux particules;Niveau de pollution;Incertitude;Recommandation de surveillance;Action(s) QAI en cours;Lien vers les mesures en direct;Durée des mesures;Mesures d’amélioration mises en place ou prévues;stop_lon;stop_lat;point_geo;pollution_air;air;niveau;actions;niveau_pollution
IDFM:463116;Abbesses;Métro 12;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.338394635220906;48.884392717991425;48.884392717991425, 2.338394635220906;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:483900;Aimé Césaire;Métro 12;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.37813084516706;48.90843758066954;48.90843758066954, 2.37813084516706;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:46395;Athis-Mons;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.403668724287269;48.71266832171659;48.71266832171659, 2.403668724287269;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22130;Barbès - Rochechouart;Métro 4;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.349629927853002;48.883402060486226;48.883402060486226, 2.349629927853002;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:463019;Bastille;Métro 1;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.368692796099789;48.85196422011205;48.85196422011205, 2.368692796099789;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463110;Belleville;Métro 11;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Actions d'amélioration de la qualité de l'air en cours;;;;2.376684607718542;48.87198955568015;48.87198955568015, 2.376684607718542;pollution moyenne - incertitude forte;;Pollution moyenne;Actions d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:22128;Belleville;Métro 2;pollution élevée;ELEVE;Évaluation : campagne de mesure ponctuelle;oui;Action(s) d'amélioration de la qualité de l'air en cours;;campagne de mesure ponctuelle;;2.3768306915222848;48.872314077361665;48.872314077361665, 2.3768306915222848;pollution élevée - incertitude faible;;Pollution élevée;Action(s) d'amélioration de la qualité de l'air en cours;pollution élevée
IDFM:463130;Bérault;Métro 1;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.4292278831660283;48.845491696267075;48.845491696267075, 2.4292278831660283;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:43091;Bièvres;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.2161603396773564;48.75087243760775;48.75087243760775, 2.2161603396773564;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:463115;Bonne Nouvelle;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.348496122542364;48.87048144580479;48.87048144580479, 2.348496122542364;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463136;Boulogne Pont de Saint-Cloud;Métro 10;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.2283125898228056;48.84067248206251;48.84067248206251, 2.2283125898228056;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:47895;Boutigny;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.3767454804181263;48.43442542513416;48.43442542513416, 2.3767454804181263;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43098;Brétigny;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.3019573828860596;48.60664906621052;48.60664906621052, 2.3019573828860596;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:58873;Brunoy;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.5068503123113692;48.698914475306886;48.698914475306886, 2.5068503123113692;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43103;Bures-sur-Yvette;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.1643461393269345;48.69621022314541;48.69621022314541, 2.1643461393269345;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22210;Charenton - Ecoles;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.413847237068526;48.82125590204953;48.82125590204953, 2.413847237068526;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463013;Charles de Gaulle - Etoile;Métro 1;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.2951172138230334;48.87392926445533;48.87392926445533, 2.2951172138230334;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:21986;Charles Michels;Métro 10;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.2856243417995747;48.84636172348247;48.84636172348247, 2.2856243417995747;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463144;Chaussée d'Antin - La Fayette;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.333970457594147;48.87280723715393;48.87280723715393, 2.333970457594147;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:22388;Chaussée d'Antin - La Fayette;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3337385944087012;48.87313420577469;48.87313420577469, 2.3337385944087012;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:473843;Cité Universitaire;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.3388576809777035;48.82150600684166;48.82150600684166, 2.3388576809777035;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22126;Couronnes;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.3805336747351005;48.86932051914457;48.86932051914457, 2.3805336747351005;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:463167;Créteil - Université;Métro 8;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.4505697455342568;48.78994285432577;48.78994285432577, 2.4505697455342568;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:46286;Créteil Pompadour;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.435315840251248;48.771254072297346;48.771254072297346, 2.435315840251248;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:21943;Croix de Chavaux;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.4358546126745826;48.857992585158016;48.857992585158016, 2.4358546126745826;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:463169;Daumesnil;Métro 6;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3961460679154514;48.839537421644565;48.839537421644565, 2.3961460679154514;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463103;Denfert-Rochereau;Métro 6;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.332803776289825;48.83424986732888;48.83424986732888, 2.332803776289825;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22151;Denfert-Rochereau;Métro 4;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3321281604376116;48.83392232305997;48.83392232305997, 2.3321281604376116;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:47095;Dourdan la Forêt;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;1.996005688002604;48.53542058733677;48.53542058733677, 1.996005688002604;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:463075;Dugommier;Métro 6;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3895997700798097;48.83903652832887;48.83903652832887, 2.3895997700798097;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463083;Duroc;Métro 13;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;;2.316535081176305;48.84699198555429;48.84699198555429, 2.316535081176305;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463177;Ecole Militaire;Métro 8;pollution faible;FAIBLE;Évaluation : campagne de mesure ponctuelle;non;;;campagne de mesure ponctuelle;;2.3064410394306907;48.854861755122315;48.854861755122315, 2.3064410394306907;pollution faible - incertitude faible;;Pollution faible;;pollution faible
IDFM:22172;Edgar Quinet;Métro 6;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3253749636089105;48.84098044632817;48.84098044632817, 2.3253749636089105;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:21971;Eglise d'Auteuil;Métro 10;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.2691113890218917;48.84714336145718;48.84714336145718, 2.2691113890218917;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43077;Epinay-sur-Seine;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.302388375122374;48.95382604164122;48.95382604164122, 2.302388375122374;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:47898;Ermont - Eaubonne;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.2707541014797794;48.98049890628609;48.98049890628609, 2.2707541014797794;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43124;Fontaine Michalon;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.2959559818374013;48.74304953436299;48.74304953436299, 2.2959559818374013;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:21931;Franklin D. Roosevelt;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.309488192337113;48.86872488799857;48.86872488799857, 2.309488192337113;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:463082;Front Populaire;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3657920239894126;48.90666420278779;48.90666420278779, 2.3657920239894126;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:462953;Gabriel Péri;Métro 13;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.29460408001733;48.916347418146714;48.916347418146714, 2.29460408001733;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463184;Gaîté;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3223539967788067;48.83852608502253;48.83852608502253, 2.3223539967788067;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:43072;Gare d'Austerlitz;RER C;pollution moyenne;MOYENNE;Évaluation : campagne de mesure ponctuelle;non;;;campagne de mesure ponctuelle;;2.367818767583529;48.84032035638395;48.84032035638395, 2.367818767583529;pollution moyenne - incertitude faible;;Pollution moyenne;;pollution moyenne
IDFM:22013;Gare de l'Est;Métro 5;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.35806459441865;48.87616299446643;48.87616299446643, 2.35806459441865;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:463182;Gare du Nord;Métro 5;pollution moyenne;MOYENNE;Évaluation : campagne de mesure ponctuelle;non;Action(s) d'amélioration de la qualité de l'air en cours;;campagne de mesure ponctuelle;;2.357342884924845;48.87968001223662;48.87968001223662, 2.357342884924845;pollution moyenne - incertitude faible;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:22197;Grands Boulevards;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.342839648636545;48.87146677844407;48.87146677844407, 2.342839648636545;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463017;Hoche;Métro 5;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.403114154894396;48.891495749437304;48.891495749437304, 2.403114154894396;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:21927;Iéna;Métro 9;pollution élevée;ELEVE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.293906396859107;48.864685839288676;48.864685839288676, 2.293906396859107;pollution élevée - incertitude forte;;Pollution élevée;Action(s) d'amélioration de la qualité de l'air en cours;pollution élevée
IDFM:22011;Jacques Bonsergent;Métro 5;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.3611315892483544;48.870666468034706;48.870666468034706, 2.3611315892483544;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:21928;Jasmin;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.268219083521012;48.852462147844555;48.852462147844555, 2.268219083521012;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:46007;La Croix de Berny;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.3042107053612133;48.76171816323692;48.76171816323692, 2.3042107053612133;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43142;La Ferté-Alais;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.352260197381972;48.4855007310595;48.4855007310595, 2.352260197381972;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22192;La Tour-Maubourg;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3105887898739876;48.85766922956403;48.85766922956403, 2.3105887898739876;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:46163;Le Blanc-Mesnil;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.4753884360764298;48.93230698220945;48.93230698220945, 2.4753884360764298;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43232;Le Guichet;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.1929739951487424;48.705497380193584;48.705497380193584, 2.1929739951487424;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:463206;Le Peletier;Métro 7;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.340206459456337;48.874851793670715;48.874851793670715, 2.340206459456337;pollution faible - incertitude forte;;Pollution faible;Action(s) d'amélioration de la qualité de l'air en cours;pollution faible
IDFM:monomodalStopPlace:45820;Le Plessis Chenet;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.4795222910084975;48.57358727886637;48.57358727886637, 2.4795222910084975;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:47901;Le Raincy - Villemomble - Montfermeil;RER E;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.5130610056844116;48.8888544132907;48.8888544132907, 2.5130610056844116;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22203;Ledru-Rollin;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3761412233185926;48.85133776679838;48.85133776679838, 2.3761412233185926;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463216;Les Gobelins;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3525311653622043;48.83589170669027;48.83589170669027, 2.3525311653622043;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463217;Les Sablons;Métro 1;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.271904762259129;48.88129083793358;48.88129083793358, 2.271904762259129;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43833;Luxembourg;RER B;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3398088878203698;48.84543177842458;48.84543177842458, 2.3398088878203698;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:21973;Mabillon;Métro 10;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;;2.335142819346476;48.85284373829949;48.85284373829949, 2.335142819346476;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:463081;Madeleine;Métro 12;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.325169929034193;48.87003294090397;48.87003294090397, 2.325169929034193;pollution faible - incertitude forte;;Pollution faible;Action(s) d'amélioration de la qualité de l'air en cours;pollution faible
IDFM:463219;Mairie d'Issy;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.273558168023932;48.82434428766646;48.82434428766646, 2.273558168023932;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463224;Maison Blanche;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.358412946155939;48.82214950607496;48.82214950607496, 2.358412946155939;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43154;Maisons-Alfort - Alfortville;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.4264376603578035;48.80217813521484;48.80217813521484, 2.4264376603578035;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22215;Maisons-Alfort - Stade;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.434819533389365;48.80891847848263;48.80891847848263, 2.434819533389365;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:58774;Massy - Palaiseau;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.2587677282577334;48.72551907437078;48.72551907437078, 2.2587677282577334;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:47899;Mennecy;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.4319348900260658;48.57054850948166;48.57054850948166, 2.4319348900260658;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:21907;Michel-Ange - Auteuil;Métro 10;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.263989525333329;48.84797535417627;48.84797535417627, 2.263989525333329;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463239;Michel-Ange - Molitor;Métro 9;pollution élevée;ELEVE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.261631583355701;48.844880488259605;48.844880488259605, 2.261631583355701;pollution élevée - incertitude forte;;Pollution élevée;Action(s) d'amélioration de la qualité de l'air en cours;pollution élevée
IDFM:463241;Montgallet;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3904000136353645;48.84400507570895;48.84400507570895, 2.3904000136353645;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:45761;Moulin Galant;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.473444919964576;48.58688228073328;48.58688228073328, 2.473444919964576;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22073;Nation;Métro 6;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3958598043279085;48.84789550545761;48.84789550545761, 2.3958598043279085;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22072;Nation;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.3957988351125254;48.84845279707999;48.84845279707999, 2.3957988351125254;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:46552;Nogent - Le Perreux;RER E;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.4939549579206104;48.839991175687295;48.839991175687295, 2.4939549579206104;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:47886;Nogent-sur-Marne;RER A;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.471683791180998;48.834306538503405;48.834306538503405, 2.471683791180998;pollution faible - incertitude forte;;Pollution faible;Action(s) d'amélioration de la qualité de l'air en cours;pollution faible
IDFM:monomodalStopPlace:58937;Noisy - Champs;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;;2.580103342831972;48.84289619599068;48.84289619599068, 2.580103342831972;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:463062;Notre-Dame-de-Lorette;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3379007718233322;48.87604417483004;48.87604417483004, 2.3379007718233322;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22381;Opéra;Métro 7;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3324387808144875;48.87030303390994;48.87030303390994, 2.3324387808144875;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:46299;Orly Ville;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.4030548924063897;48.74163230680523;48.74163230680523, 2.4030548924063897;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:47009;Palaiseau;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.24558429554376;48.71686524330362;48.71686524330362, 2.24558429554376;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22019;Parmentier;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3747205969196896;48.86524326053047;48.86524326053047, 2.3747205969196896;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463229;Pernety;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.318323659736018;48.83416372097089;48.83416372097089, 2.318323659736018;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:22040;Pigalle;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3371840091053384;48.882011788411084;48.882011788411084, 2.3371840091053384;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463026;Place d'Italie;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.355330902236442;48.83154938471729;48.83154938471729, 2.355330902236442;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:47874;Poissy;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;;2.040804469960689;48.93324983956547;48.93324983956547, 2.040804469960689;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:463232;Pont Neuf;Métro 7;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;;2.341776749148542;48.85854633926832;48.85854633926832, 2.341776749148542;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:22111;Porte Dauphine;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.2776327175452717;48.871396795248316;48.871396795248316, 2.2776327175452717;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:22374;Porte de la Villette;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.385869033143345;48.89780269235572;48.89780269235572, 2.385869033143345;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
